price,beds_baths_area,address
"34,000",01650 sqft,"Al Mankhool, Bur Dubai"
"40,000",12850 sqft,Dubai Silicon Oasis
"69,999","231,400 sqft","Masaken Al Raffa 01, Al Raffa, Bur Dubai"
"70,000",11676 sqft,Executive Residences Hills Estate
"77,399","231,625 sqft",Al Hudaiba
"58,000","121,014 sqft","Al Rigga, Deira"
"140,000","331,350 sqft","Bayz by Danube, Business Bay"
"79,000","231,420 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"59,999",12910 sqft,"Al Multaqa Avenue, Mirdif Hills, Mirdif"
"75,000","231,512 sqft","Emerald Tower, Al Jaddaf"
"50,000","121,000 sqft","Al Mankhool, Bur Dubai"
"65,000",12802 sqft,"Mudon Views, Mudon"
"160,000","121,309 sqft","Amber, Tiara Residences, Palm Jumeirah"
"330,000","342,122 sqft","Boulevard Point, Downtown Dubai"
"59,999",12950 sqft,"Elegance House, Barsha Heights (Tecom)"
"54,000","231,565 sqft","Al Nahda 1, Al Nahda (Dubai)"
"58,000","221,223 sqft",UniEstate Sports Tower Sports City
"90,000","341,600 sqft","Al Barsha 1, Al Barsha"
"39,000",01939 sqft,"Al Barsha 3, Al Barsha"
"19,999",01478 sqft,"S-02, Spain Cluster, International City"
"50,000",01400 sqft,"Lavender Gardens Suites, Al Sufouh 1, Al Sufouh"
"29,999",0407 sqft,"Carson Tower C, Carson - The Drive, DAMAC Hills"
"102,000","341,528 sqft","Manazil Al Barsha First 01, Al Barsha 1, Al Barsha"
"42,000",21980 sqft,"Al Hamriya, Bur Dubai"
"57,999",12890 sqft,"National Bonds Plaza, Barsha Heights (Tecom)"
"46,999",12850 sqft,"Al Barsha South 2, Al Barsha South, Al Barsha"
"145,000",11743 sqft,"Beach Vista 1, Beach Vista, EMAAR Beachfront Harbour"
"53,000","231,600 sqft","Al Nahda 1, Al Nahda (Dubai)"
"73,000","331,600 sqft","Al Nahda 2, Al Nahda (Dubai)"
"55,000","231,300 sqft","Port Saeed, Deira"
"131,000","342,100 sqft","Blue Tower, Sheikh Zayed Road"
"50,000",12880 sqft,"Al Mankhool, Bur Dubai"
"20,000",01495 sqft,"L-12, Greece Cluster, International City"
"131,000","342,100 sqft","Blue Tower, Sheikh Zayed Road"
"50,000",12880 sqft,"Al Mankhool, Bur Dubai"
"20,000",01495 sqft,"L-12, Greece Cluster, International City"
"54,900","121,000 sqft","Jaddaf Views, Al Jaddaf"
"87,000","231,070 sqft","Marina Residence A, Marina Residence Marina"
"90,000","231,324 sqft","Manazil Al Barsha First 01, Al Barsha 1, Al Barsha"
"73,000","221,200 sqft","The Gardens Apartments, The Gardens"
"33,998",12900 sqft,"Warsan 4, Al Warsan"
"60,000","331,855 sqft","Al Nahda 1, Al Nahda (Dubai)"
"110,000","331,997 sqft","Al Rostamani Tower A, Al Rostamani Towers, Sheikh Zayed Road"
"110,000","231,300 sqft",Princess Tower Marina
"105,000","332,211 sqft","Golden Sands 9, Al Mankhool, Bur Dubai"
"60,000","231,555 sqft","Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"30,000",01399 sqft,Hera Tower Sports City
"74,999",22850 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"27,000",01450 sqft,"Warsan 4, Al Warsan"
"55,000","221,343 sqft",Golf Tower Sports City
"28,000",01350 sqft,"Al Raffa, Bur Dubai"
"50,000",12905 sqft,"Lake Point Tower, JLT Cluster N, Jumeirah Lake Towers (JLT)"
"77,399","231,625 sqft","Al Hudaiba Building, Al Hudaiba"
"120,000","221,184 sqft",Sheikh Zayed Road
"40,000",12644 sqft,"Dania 3, Dania District, Midtown Production City (IMPZ)"
"55,000","221,350 sqft","Al Raffa, Bur Dubai"
"28,000",01550 sqft,"Al Muteena, Deira"
"75,000","231,600 sqft","Al Mankhool, Bur Dubai"
"26,000",01412 sqft,"Lawnz by Danube, International City"
"32,999",01673 sqft,"Al Khail Heights Building 8A, Al Khail Heights, Al Quoz 4, Al Quoz"
"37,999",12777 sqft,Ruby Residence Silicon Oasis
"65,000",12990 sqft,Al Karama
"47,000","231,450 sqft","Warsan 4, Al Warsan"
"31,999",12740 sqft,"Phase 2, International City"
"43,000",11674 sqft,"Safi 2, Safi Apartments, Town Square"
"42,000","231,405 sqft","Al Nahda 2, Al Nahda (Dubai)"
"26,000",01450 sqft,Silicon Gates Silicon Oasis
"38,000",12850 sqft,"Al Warqaa 1, Al Warqaa"
"41,000","221,400 sqft","Al Nahda 2, Al Nahda (Dubai)"
"54,999","221,200 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"59,990",12820 sqft,"MBK Tower, Business Bay"
"90,000","342,500 sqft","Al Mankhool, Bur Dubai"
"38,000",12800 sqft,"Al Hamriya, Bur Dubai"
"85,000","211,700 sqft","Al Baha Building, Al Mankhool, Bur Dubai"
"56,000",11965 sqft,"Al Mankhool, Bur Dubai"
"44,000","231,400 sqft","Al Nahda 2, Al Nahda (Dubai)"
"65,000","231,392 sqft","Al Manal Residence 1, Al Manal Residence Silicon Oasis"
"65,000","231,500 sqft","Al Karama Building, Al Karama"
"60,000",11470 sqft,"Reva Residences, Business Bay"
"45,000","221,400 sqft",Al Nahda (Dubai)
"69,999","221,730 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"27,999",01436 sqft,"Global Golf Residence 2, Global Golf Residence Sports City"
"25,000",01650 sqft,Skycourts Towers Residence Complex
"37,000",12721 sqft,"R01 Building, Phase 2, International City"
"55,000","221,430 sqft",Dubai Silicon Oasis
"110,000","342,228 sqft","Al Hudaiba Building, Al Hudaiba"
"130,000","231,532 sqft",Ocean Heights Marina
"20,999",01433 sqft,"EMR-08, Emirates Cluster, International City"
"67,000","231,500 sqft","Port Saeed, Deira"
"84,500","331,425 sqft","Binghatti Avenue, Al Jaddaf"
"75,000","231,650 sqft","Al Mankhool, Bur Dubai"
"45,000",12970 sqft,Centurion Residences Investment Park (DIP)
"46,000",12878 sqft,"Building 88, Arjan"
"65,000",11471 sqft,"Reva Residences, Business Bay"
"28,000",12710 sqft,"Riviera Residence, Central Business District, International City"
"102,000","341,515 sqft","Manazil Al Barsha First 01, Al Barsha 1, Al Barsha"
"125,000",12745 sqft,"Sunrise Bay, EMAAR Beachfront Harbour"
"95,000","221,258 sqft",The Torch Marina
"70,000",12664 sqft,"Merano Tower, Business Bay"
"82,000","232,700 sqft","Elysium 1, Jumeirah Garden City, Al Satwa"
"80,000","332,200 sqft","Al Mankhool, Bur Dubai"
"88,000","241,561 sqft",Al Garhoud
"65,000",12848 sqft,"Dilan Tower, Culture Village"
"78,990","432,200 sqft",Al Nahda (Dubai)
"37,000",12900 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"42,000",12980 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"47,000","231,450 sqft","Al Nahda 2, Al Nahda (Dubai)"
"140,000","231,368 sqft","Delphine, Marina Promenade Marina"
"45,000","221,100 sqft",Dubai Sports City
"105,000","231,650 sqft","Manazel Al Safa, Business Bay"
"75,000","332,000 sqft","Al Mankhool, Bur Dubai"
"86,000",11595 sqft,"Silverene Tower B, Silverene Marina"
"61,999","221,241 sqft","Al Wasl Block A, Al Hudaiba"
"80,000","231,452 sqft","Sherlock House, Uptown Motor City, Motor City"
"24,499",01500 sqft,"The Crescent Tower C, The Crescent Towers Production City (IMPZ)"
"44,000","231,400 sqft","Al Nahda 2, Al Nahda (Dubai)"
"65,000",23998 sqft,"Al Ramth 13, Al Ramth, Remraam"
"45,000",12982 sqft,"Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"30,000",01540 sqft,Oasis High Park Silicon Oasis
"54,999",11955 sqft,"Al Mankhool Building, Al Mankhool, Bur Dubai"
"25,000",01450 sqft,Dubai Investment Park (DIP)
"45,000",23996 sqft,"Golf Views, EMAAR South South"
"63,000","221,350 sqft",Al Liwan Building Silicon Oasis
"120,000","231,400 sqft","Roda Al Murooj, Al Murooj Complex, DIFC"
"92,000","321,850 sqft","Al Waleed 2 Building, Al Karama"
"49,000",12987 sqft,"Abu Hail, Deira"
"36,999",12900 sqft,"Warsan 4, Al Warsan"
"85,000","221,260 sqft","Al Shaiba Tower A, Al Shaiba Tower, Barsha Heights (Tecom)"
"75,000","231,109 sqft","Manazil Al Barsha First 01, Al Barsha 1, Al Barsha"
"35,000",01434 sqft,"Zen Cluster, Discovery Gardens"
"20,000",01484 sqft,"M-07, Persia Cluster, International City"
"65,000","231,315 sqft","Masaken Al Qusais 01, Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"35,000",01830 sqft,Spring Oasis Silicon Oasis
"52,000",11900 sqft,"Al Mankhool, Bur Dubai"
"28,000",11750 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"76,000","231,536 sqft","Janayen Avenue, Mirdif Hills, Mirdif"
"95,000",12933 sqft,"South Ridge 5, South Ridge Towers, Downtown Dubai"
"80,000","242,200 sqft",Al Mamzar
"74,900","231,480 sqft","Jumeirah Garden City, Al Satwa"
"65,000","231,113 sqft",Sapphire Residence Silicon Oasis
"45,000",12720 sqft,Al Hikma Residence Silicon Oasis
"80,000","432,200 sqft","Al Nahda 1, Al Nahda (Dubai)"
"77,399","231,636 sqft","Al Hudaiba Building, Al Hudaiba"
"36,000",11800 sqft,"Al Hamriya, Bur Dubai"
"74,999","232,100 sqft",Al Garhoud
"46,000",12975 sqft,Dubai Silicon Oasis
"48,000",11748 sqft,Hera Tower Sports City
"80,000","331,500 sqft","Binghatti Avenue, Al Jaddaf"
"25,000",11700 sqft,Mag 5 Boulevard South
"69,999","221,450 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"40,000","221,380 sqft","Al Nahda 2, Al Nahda (Dubai)"
"64,900","231,320 sqft","Binghatti Avenue, Al Jaddaf"
"75,000",23949 sqft,"Jenna Main Square 2, Jenna Main Square, Town Square"
"145,000","442,448 sqft","Golden Sands 9, Al Mankhool, Bur Dubai"
"54,991","231,400 sqft","Al Nahda 1, Al Nahda (Dubai)"
"45,000","221,300 sqft","Al Nahda 2, Al Nahda (Dubai)"
"112,000","331,932 sqft","Nasayem Avenue, Mirdif Hills, Mirdif"
"250,000","221,282 sqft","Sunrise Bay, EMAAR Beachfront Harbour"
"50,000","121,212 sqft","Masaken Al Qusais 01, Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"23,000",0410 sqft,Red Residence Sports City
"45,000",12760 sqft,"Binghatti Avenue, Al Jaddaf"
"69,999","221,570 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"27,000",01530 sqft,Frankfurt Sports Tower Sports City
"48,999","121,007 sqft","Abu Hail, Deira"
"70,000","231,500 sqft","ASAS Al Satwa Building, Jumeirah Garden City, Al Satwa"
"34,999","121,086 sqft","Skycourts Tower B, Skycourts Towers Residence Complex"
"79,999",11500 sqft,"Vera Residences, Business Bay"
"40,000",12941 sqft,"Silicon Gates 1, Silicon Gates Silicon Oasis"
"38,000",12870 sqft,Dubai Silicon Oasis
"107,399","342,357 sqft","Al Hudaiba Building, Al Hudaiba"
"88,999","332,450 sqft","Silver Sands 2, Al Mankhool, Bur Dubai"
"55,000","221,277 sqft",Dubailand
"60,000","221,600 sqft","Al Raffa, Bur Dubai"
"24,000",01475 sqft,Tulip Oasis 2 Silicon Oasis
"59,999","231,380 sqft","Abu Hail, Deira"
"89,000",12879 sqft,Marina Sail Marina
"57,000","231,257 sqft","Mazaya 5, Queue Point, Liwan"
"24,000",01475 sqft,Tulip Oasis 2 Silicon Oasis
"59,999","231,380 sqft","Abu Hail, Deira"
"89,000",12879 sqft,Marina Sail Marina
"57,000","231,257 sqft","Mazaya 5, Queue Point, Liwan"
"85,000",11901 sqft,"Burj Views Podium, Burj Views, Downtown Dubai"
"55,000","121,030 sqft","Sydney Tower, JVC District 18, Jumeirah Village Circle (JVC)"
"35,000",01498 sqft,"Dune Residency, JVC District 17, Jumeirah Village Circle (JVC)"
"35,000",12950 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"42,000",12581 sqft,"Samana Hills, Arjan"
"70,000","351,900 sqft","Warsan 4, Al Warsan"
"30,000",12750 sqft,"The Residences International City, International City"
"46,000",12654 sqft,"Binghatti Gems, JVC District 12, Jumeirah Village Circle (JVC)"
"105,000",12948 sqft,"The Residence 3, The Residences, Downtown Dubai"
"90,000","221,060 sqft","Creek Gate Tower 1, Creek Gate Creek Harbour, The Lagoons"
"60,000","231,500 sqft","Al Nahda 2, Al Nahda (Dubai)"
"100,000","231,667 sqft",KG Tower Marina
"65,000","221,350 sqft","Jumeirah Garden City, Al Satwa"
"199,999","221,646 sqft","Opera Grand, Downtown Dubai"
"25,000",01400 sqft,"Warsan 4, Al Warsan"
"55,000","231,292 sqft",Al Manal Residence Silicon Oasis
"40,000",11600 sqft,"Masakin Al Furjan Block G, Masakin Al Furjan, Al Furjan"
"18,500",01250 sqft,Academic City
"80,400","341,600 sqft",Al Karama
"45,000","231,080 sqft","Al Nahda 2, Al Nahda (Dubai)"
"30,000",01500 sqft,Dubai Sports City
"37,000",11900 sqft,Binghatti Point Silicon Oasis
"58,000","231,050 sqft","Al Nahda 1, Al Nahda (Dubai)"
"55,999",11474 sqft,Collective 2.0 Hills Estate
"53,000","221,100 sqft","Sheikh Hamdan Colony, Al Karama"
"33,000",11850 sqft,"Warsan 4, Al Warsan"
"50,000","231,500 sqft","Al Nahda 2, Al Nahda (Dubai)"
"110,000","341,500 sqft",Arabian Gates Silicon Oasis
"42,000",12900 sqft,"Warsan 4, Al Warsan"
"65,000",12916 sqft,Sulafa Tower Marina
"73,000",12736 sqft,Elite Residence Marina
"77,000","221,210 sqft","White Crown Tower, Sheikh Zayed Road"
"32,000",01400 sqft,"Al Raffa, Bur Dubai"
"40,000",11820 sqft,Bur Dubai
"49,000",12900 sqft,Dubailand
"110,000","342,100 sqft","Al Mankhool, Bur Dubai"
"82,000","322,380 sqft","Silver Sands 1, Al Mankhool, Bur Dubai"
"59,000","231,750 sqft","Al Nahda 1, Al Nahda (Dubai)"
"52,000","221,600 sqft","Al Nahda 2, Al Nahda (Dubai)"
"54,999","221,100 sqft","La Vista Residence 7, La vista Residence Silicon Oasis"
"28,000",01408 sqft,"Lawnz by Danube, International City"
"28,000",01512 sqft,"Madison Residences, Majanland"
"45,000","221,450 sqft","Al Nahda 2, Al Nahda (Dubai)"
"68,000","221,545 sqft","Al Mankhool, Bur Dubai"
"88,999","332,030 sqft","Silver Sands 2, Al Mankhool, Bur Dubai"
"74,999","231,300 sqft","Adaire 1, Al Satwa"
"69,999",22973 sqft,"East 40, Al Furjan"
"54,000","121,012 sqft","Masaken Al Muteena 03, Al Muteena, Deira"
"48,000","231,400 sqft","Al Nahda 2, Al Nahda (Dubai)"
"21,999",01419 sqft,"Viridis Residences, DAMAC Hills 2 (Akoya by DAMAC)"
"33,000",11790 sqft,"Warsan 4, Al Warsan"
"60,000","231,350 sqft","Al Nahda 2, Al Nahda (Dubai)"
"99,999","231,475 sqft",The Cascades Marina
"55,000","221,350 sqft","Al Karama Building, Al Karama"
"85,000","231,413 sqft","Marlowe House 2, Marlowe House, Uptown Motor City, Motor City"
"62,000",11930 sqft,"Golden Sands 1, Al Mankhool, Bur Dubai"
"45,000","221,200 sqft","Al Salem Tower, Al Nahda 2, Al Nahda (Dubai)"
"55,000",11808 sqft,"White Crown Tower, Sheikh Zayed Road"
"144,999","221,155 sqft","29 Boulevard, Downtown Dubai"
"74,800","231,600 sqft",Al Garhoud
"52,000","221,600 sqft","Warsan 4, Al Warsan"
"45,000",12900 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"190,000","231,400 sqft","Maze Tower, Sheikh Zayed Road"
"92,000","331,577 sqft","Manazil Al Muraqqabat 01, Al Muraqqabat, Deira"
"77,399","231,314 sqft","Wasl Hub, Al Karama"
"53,000",12760 sqft,"Mazaya Centre, Sheikh Zayed Road"
"33,000",12700 sqft,Al Falak Residence Silicon Oasis
"69,999",22892 sqft,"Binghatti Avenue, Al Jaddaf"
"77,399","231,314 sqft","Wasl Hub, Al Karama"
"53,000",12760 sqft,"Mazaya Centre, Sheikh Zayed Road"
"33,000",12700 sqft,Al Falak Residence Silicon Oasis
"69,999",22892 sqft,"Binghatti Avenue, Al Jaddaf"
"31,000",11540 sqft,Dubai Silicon Oasis
"25,000",01384 sqft,SP Oasis Silicon Oasis
"45,000",11515 sqft,"Masakin Al Furjan Block D, Masakin Al Furjan, Al Furjan"
"34,980","121,100 sqft","Al Nahda 2, Al Nahda (Dubai)"
"60,000","231,312 sqft",Al Jaddaf
"53,990","221,050 sqft","Green Diamond 1, Arjan"
"110,000",11760 sqft,"Zaafaran 3, Zaafaran, Old Town"
"28,000",01500 sqft,Cartel 333 Silicon Oasis
"28,999",01635 sqft,"Paradise View 2, Majanland"
"31,999",12850 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"97,000","331,784 sqft",The Zen Marina
"150,000","231,443 sqft","Paloma, Marina Promenade Marina"
"45,000",12906 sqft,"Green Park, JVT District 4, Jumeirah Village Triangle (JVT)"
"45,000",11870 sqft,"Al Mankhool, Bur Dubai"
"144,999","443,110 sqft","Golden Sands 9, Al Mankhool, Bur Dubai"
"64,000","111,210 sqft","Golden Sands 2, Al Mankhool, Bur Dubai"
"110,000","231,300 sqft","Sadaf 6, Sadaf, Jumeirah Beach Residence (JBR)"
"54,999","221,600 sqft","Al Noor Tower, Al Nahda 2, Al Nahda (Dubai)"
"88,000","241,498 sqft",Al Garhoud
"94,999","342,430 sqft","Zeenah Building, Port Saeed, Deira"
"74,000","121,060 sqft","Duja Tower, Sheikh Zayed Road"
"32,000",01450 sqft,Arabian Gates Silicon Oasis
"42,990","231,400 sqft","Al Nahda 2, Al Nahda (Dubai)"
"41,000",12750 sqft,Dubai Silicon Oasis
"70,000","231,331 sqft","Masaken Al Muteena 02, Al Muteena, Deira"
"54,999",11500 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"44,999","231,500 sqft","Al Nahda 2, Al Nahda (Dubai)"
"53,000",12741 sqft,"Mazaya Centre, Sheikh Zayed Road"
"80,000",11720 sqft,"Creek Gate Tower 1, Creek Gate Creek Harbour, The Lagoons"
"55,000",12740 sqft,Al Garhoud
"95,000","342,420 sqft","Zeenah Building, Port Saeed, Deira"
"125,000",12704 sqft,5242 Towers Marina
"50,000",12874 sqft,"Bayt Al Muteena 02, Al Muteena, Deira"
"62,000","332,200 sqft","Hor Al Anz East, Hor Al Anz, Deira"
"128,000",23989 sqft,Executive Residences Hills Estate
"86,000","332,370 sqft","Silver Sands 1, Al Mankhool, Bur Dubai"
"75,000","221,600 sqft","Port Saeed, Deira"
"68,000","221,600 sqft","Al Rigga, Deira"
"48,000",12725 sqft,"Al Muraqqabat, Deira"
"52,000","121,069 sqft","Manazil  Al Muteena 01, Al Muteena, Deira"
"90,000","342,100 sqft","Al Mankhool, Bur Dubai"
"64,999","331,750 sqft","Al Nahda 2, Al Nahda (Dubai)"
"61,399","221,277 sqft",Al Karama
"65,000",11475 sqft,Collective Hills Estate
"23,000",01476 sqft,"EMR-21, Emirates Cluster, International City"
"67,000","221,500 sqft","Al Khair Building 1, Jumeirah Garden City, Al Satwa"
"79,800","222,000 sqft","Al Khair 5 Building, Jumeirah Garden City, Al Satwa"
"47,990",12769 sqft,Barsha Heights (Tecom)
"61,990","332,200 sqft",Al Nahda (Dubai)
"50,000","221,500 sqft","Al Nahda 2, Al Nahda (Dubai)"
"45,000",01443 sqft,"AG Tower, Business Bay"
"85,999","331,975 sqft","Silver Sands 1, Al Mankhool, Bur Dubai"
"90,000","241,512 sqft",Al Garhoud
"299,999","353,442 sqft",La Residence Del Mar Marina
"52,000",12750 sqft,"Al Hamriya, Bur Dubai"
"40,000",11847 sqft,"Wasl Green Park, Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor"
"475,000","577,605 sqft",Al Seef Tower Marina
"69,999",11800 sqft,"Harbour Views 2, Harbour Views Creek Harbour, The Lagoons"
"45,000",12580 sqft,"Samana Hills, Arjan"
"34,000",01376 sqft,"Bayt Al Muteena 04, Al Muteena, Deira"
"65,000",12675 sqft,"Creekside 18 Creek Harbour, The Lagoons"
"110,000","452,630 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"179,999","342,146 sqft",23 Marina Marina
"32,000",12798 sqft,"EMR-23, Emirates Cluster, International City"
"160,000","231,561 sqft","The Links West Tower, The Links, The Views"
"180,000","232,110 sqft","World Trade Centre Residence, World Trade Centre"
"27,000",01400 sqft,"Al Barsha South 1, Al Barsha South, Al Barsha"
"53,000","221,118 sqft","Al Dana 2, Al Dana, Central Business District, International City"
"160,000","231,561 sqft","The Links West Tower, The Links, The Views"
"180,000","232,110 sqft","World Trade Centre Residence, World Trade Centre"
"27,000",01400 sqft,"Al Barsha South 1, Al Barsha South, Al Barsha"
"53,000","221,118 sqft","Al Dana 2, Al Dana, Central Business District, International City"
"67,500","221,450 sqft","Q1 Residence, Jumeirah Garden City, Al Satwa"
"50,000",12900 sqft,"Al Mankhool, Bur Dubai"
"185,000","232,500 sqft","Index Tower, DIFC"
"52,000","231,126 sqft",SOL Star Investment Park (DIP)
"40,000",12527 sqft,"Al Muraqqabat Building, Al Muraqqabat, Deira"
"65,000","231,410 sqft","API Arjan Two Building, Arjan"
"26,000",01450 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"46,000",12778 sqft,"Bayt Al Muteena 04, Al Muteena, Deira"
"67,980","221,420 sqft","Q1 Residence, Jumeirah Garden City, Al Satwa"
"35,998",12950 sqft,"Al Nahda 1, Al Nahda (Dubai)"
"150,000","232,022 sqft",Marsa Plaza Festival City
"72,399","231,453 sqft","Wasl Port Views, Al Mina"
"20,000",01484 sqft,"N-10, Persia Cluster, International City"
"90,000","331,426 sqft","Binghatti Avenue, Al Jaddaf"
"90,000","342,000 sqft","Oud Metha, Bur Dubai"
"45,000",12980 sqft,Dubai Silicon Oasis
"65,000","231,264 sqft","Bayt Al Muraqqabat 01, Al Muraqqabat, Deira"
"59,900",12950 sqft,"Jumeirah Garden City, Al Satwa"
"115,000","342,289 sqft",Al Garhoud
"49,999",12900 sqft,"Oxford Building, JVC District 14, Jumeirah Village Circle (JVC)"
"38,000",01405 sqft,"Masaken Al Muteena 02, Al Muteena, Deira"
"57,000","331,700 sqft","Al Nahda 2, Al Nahda (Dubai)"
"55,000","221,300 sqft","Al Raffa, Bur Dubai"
"85,000","331,600 sqft","Abu Hail, Deira"
"23,000",01420 sqft,"Muhaisnah 4, Muhaisnah"
"65,000","221,350 sqft","Jumeirah Garden City, Al Satwa"
"46,999",11750 sqft,"Al Karama Building, Al Karama"
"75,000","231,500 sqft","Al Mankhool, Bur Dubai"
"85,000",12744 sqft,"Al Hallawi, Shoreline Apartments, Palm Jumeirah"
"18,999",01437 sqft,"S-02, Spain Cluster, International City"
"36,000",01500 sqft,"Al Mankhool, Bur Dubai"
"55,000",12900 sqft,"Umm Hurair 1, Umm Hurair, Bur Dubai"
